0,2.22729,0.800132
1,4.89067,0.798899
2,7.59533,0.798083
3,10.4796,0.798083
4,13.3385,0.786343
5,16.2381,0.763064
6,19.1644,0.763064
7,22.0935,0.763064
9,27.7822,0.763064
11,33.4594,0.758274
13,39.1842,0.75551
15,44.9988,0.753931
18,53.7072,0.753931
21,62.5302,0.753931
24,71.4067,0.753931
28,83.3944,0.753931
32,95.398,0.753931
36,107.576,0.753931
41,122.987,0.753931
46,138.761,0.753931
52,157.856,0.753931
58,177.217,0.753931
65,199.591,0.753931
73,224.889,0.753931
81,250.362,0.753931
90,279.263,0.753931
100,311.978,0.753931
111,347.757,0.753931
122,384.416,0.753931
137,420.253,0.753931
