0,0.24149,0.273351
1,0.982008,0.246954
2,1.59813,0.245782
3,2.12648,0.236946
4,2.70096,0.231559
6,3.78999,0.231559
8,4.99083,0.23028
10,6.34521,0.229921
12,8.27389,0.229921
15,10.3946,0.229921
19,13.5104,0.229921
23,16.8362,0.229921
28,20.5026,0.229921
34,24.7215,0.229921
41,29.7953,0.229921
49,35.741,0.230788
59,43.3348,0.230788
70,52.3175,0.231421
83,62.9972,0.230788
98,75.3201,0.230788
116,90.3646,0.230788
137,107.697,0.230788
163,128.509,0.230551
193,152.429,0.230551
227,180.734,0.230551
267,214.576,0.230551
314,254.37,0.230551
368,301.347,0.230383
430,356.479,0.230383
491,420.847,0.230383
