0,0.54066,0.465477
1,1.04809,0.341771
2,1.53593,0.289252
3,2.1147,0.289252
4,2.73896,0.289252
6,3.79725,0.289252
8,4.86809,0.279758
11,6.4211,0.279758
14,8.00415,0.279758
18,9.92056,0.279758
23,12.3723,0.279758
29,15.26,0.279758
36,18.7072,0.279758
44,22.4908,0.280392
54,27.2354,0.273733
66,33.1986,0.254374
81,40.1997,0.254374
98,48.2213,0.254374
118,57.8972,0.261927
141,69.6094,0.261927
172,83.6803,0.255147
213,100.294,0.282203
262,120.048,0.266941
319,143.955,0.250899
389,172.256,0.253923
477,205.981,0.252296
587,246.313,0.233201
820,294.407,0.0937112
1244,351.847,0.0219941
1854,420.007,0.0205108
